customer_id,customer_name,address,city,state,zip
CUST000068,Courtyard by Marriott Chicago,"1809 Washington Ct, Suite 200",Seattle,WA,98180
CUST000069,Phil's Grill,4573 Union Way,Queens,NY,11315
CUST000070,Stop & Shop,7508 Lake Pkwy,Jersey City,NJ,07340
CUST000071,Corner Pocket Billiards & Bar,"8548 Hill Ave, Ste A",Madison,WI,53758
CUST000072,Joe & Pete's Steakhouse,2785 Lake Pl,Newark,NJ,07154
CUST000073,Waffle House,9903 Walnut Ct,San Francisco,CA,94126
CUST000074,Total Wine & More,6681 Washington Ln,Chicago,IL,60679
CUST000075,Casey's General Store #2028,5062 Spring Pkwy,Boston,MA,02118
CUST000076,Jacksonville Kitchen,"8514 Chestnut St, #101",Jacksonville,FL,32259
CUST000077,Blu by Radisson Detroit,5037 River Pl,Detroit,MI,48292
CUST000078,Tom & Luigi's Steakhouse,"7464 Valley Dr, #101",Sacramento,CA,95819
CUST000079,Miami Bottle Shop,"7109 Market Ct, Ste A",Miami,FL,33153
CUST000080,LongHorn Steakhouse,"2796 Garden Way, Suite 200",Raleigh,NC,27675
CUST000081,Wawa #9981,"7344 Sunset Ct, #101",St. Paul,MN,55137
CUST000082,Omni Dallas Hotel,"4022 Willow Blvd, Ste A",Jackson,MS,39240
CUST000083,Albuquerque Brewing Co.,"7700 Oak St, Suite 100",Albuquerque,NM,87109
CUST000084,Omni Dallas Hotel,5593 Pine Ct,Reno,NV,89513
CUST000085,Sonic Drive-In,8081 Chestnut Rd,Kansas City,MO,64186
CUST000086,Birmingham Bistro,"1748 Washington Ct, Suite 100",Birmingham,AL,35272
CUST000087,Grand by Hyatt Richmond,"9728 Peach Pl, Suite 100",Richmond,VA,23227
CUST000088,Old Indianapolis Tavern,6519 Division Blvd,Indianapolis,IN,46210
CUST000089,Luigi's Bar & Grill,4452 Broad Pl,Madison,WI,53768
CUST000090,Cheers Bar & Grill,"5762 Highland Rd, #101",Jackson,MS,39228
CUST000091,Red by Radisson Orlando,"5556 Commerce Pkwy, Ste A",Orlando,FL,32879
CUST000092,The Williams House,4213 Harbor Ct,San Diego,CA,92175
CUST000093,Williams's Diner,"8219 Willow Rd, #101",Oklahoma City,OK,73127
CUST000094,Piggly Wiggly,"1834 Valley Ln, Ste A",Albuquerque,NM,87154
CUST000095,In-N-Out Burger,9880 Walnut Blvd,Omaha,NE,68122
CUST000096,Rite Aid,4651 Church Way,Burlington,VT,05467
CUST000097,Kwik Trip #8506,8978 Park Way,Kansas City,MO,64196
CUST000098,Buffalo Wild Wings,"7666 Union Ave, #101",Baltimore,MD,21284
CUST000099,Sports Page Bar,7327 Magnolia Ln,St. Louis,MO,63146
CUST000100,World of Beer,"4476 Forest St, Unit B",Little Rock,AR,72222
CUST000101,Best Western Jacksonville,"8104 Commerce Pkwy, Unit B",Jacksonville,FL,32231
CUST000102,Place by Hyatt Richmond,"1907 Washington Rd, Suite 200",Richmond,VA,23286
CUST000103,World of Beer,5904 Park Pl,New York,NY,10079
CUST000104,Best Western Plus Wilmington,"2589 Peach Dr, Suite 200",Wilmington,DE,19863
CUST000105,Rite Aid,"6061 Highland Ct, Suite 100",Boston,MA,02196
CUST000106,Cheers Bar & Grill,5908 Willow Rd,Grand Rapids,MI,49599
CUST000107,The Rusty Nail,6016 Maple St,Atlanta,GA,30399
CUST000108,BevMo,"3768 Spring Rd, #101",Louisville,KY,40248
CUST000109,The Cheesecake Factory,5674 Willow Ave,Columbia,SC,29249
CUST000110,Outback Steakhouse,"4197 Cherry Ln, Unit B",Lexington,KY,40503
CUST000111,Holiday Inn Express Boston,"7721 Division Pl, Suite 200",Columbia,SC,29231
CUST000112,Punch Bowl Social,3393 Cedar Pl,Miami,FL,33140
CUST000113,Yard House,"5976 Center Pkwy, #101",Omaha,NE,68160
CUST000114,Casa Nguyen,"4983 Magnolia Blvd, #101",Raleigh,NC,27677
CUST000115,The Rusty Tap,1006 River Blvd,Minneapolis,MN,55425
CUST000116,Best Western Sacramento,6165 Church Ct,Sacramento,CA,95852
CUST000117,Sam's Grill,"8039 Commerce Rd, Ste A",Reno,NV,89503
CUST000118,Best Western Plus Buffalo,2411 Cedar Pkwy,Buffalo,NY,14243
CUST000119,Holiday Inn Express by IHG Columbia,"4014 Forest Pl, Suite 200",Columbia,SC,29216
CUST000120,The Rossi House,"9516 Broad Ln, Suite 200",Lexington,KY,40553
CUST000121,Regency by Hyatt Austin,"1907 Cedar Blvd, Suite 100",Austin,TX,78707
CUST000122,The Rusty Nail,8881 Willow St,Kansas City,MO,64133
CUST000123,The Bottle Shop,"8297 Union Pkwy, Ste A",Savannah,GA,31480
CUST000124,Chipotle Mexican Grill,"2822 Cedar Pkwy, Suite 100",Columbia,SC,29229
CUST000125,Portland Liquors,6363 Green St,Portland,OR,97244
CUST000126,BevMo,"8192 Sunset Blvd, Suite 100",Springfield,IL,62740
CUST000127,Romano's BBQ,"3172 Valley Ct, #101",Miami,FL,33151
CUST000128,Mama Rossi's,8145 Peach Rd,Reno,NV,89541
CUST000129,Sioux Falls Bottle Shop,5664 Washington Ave,Sioux Falls,SD,57184
CUST000130,Walgreens,1315 Broad Dr,Queens,NY,11358
CUST000131,Sonic Drive-In,5831 Magnolia Blvd,Raleigh,NC,27690
CUST000132,Miami Ale House,9554 Elm Pl,Miami,FL,33162
CUST000133,Choice Hotels Clarion Tampa,"3185 Cedar Pl, Suite 200",Tampa,FL,33630
CUST000134,Golden Corral,9006 Peach Way,Grand Rapids,MI,49547
CUST000135,Chili's,"8302 Broad Rd, Suite 200",Portland,OR,97215
CUST000136,Olive Garden,"6708 Cherry Pkwy, #101",Pittsburgh,PA,15297
CUST000137,Sonic Drive-In,"5558 Bay Ave, #101",Raleigh,NC,27608
CUST000138,Fairfield Inn by Marriott Detroit,6994 Union Rd,Detroit,MI,48281
CUST000139,Perkins Restaurant,"4081 Garden Dr, #101",Houston,TX,77068
CUST000140,Golden Corral,7797 Walnut Rd,Jersey City,NJ,07314
CUST000141,Central Liquors,1567 Cedar Blvd,New York,NY,10041
CUST000142,Cincinnati Grill,"1222 Magnolia Blvd, #101",Cincinnati,OH,45267
CUST000143,Choice Hotels Econo Lodge Oklahoma City,4206 Garden Ave,Oklahoma City,OK,73141
CUST000144,Marketview Liquor,"1603 Church Ln, Unit B",Tulsa,OK,74103
CUST000145,Panera Bread,"446 Elm Pkwy, #101",Jackson,MS,39215
CUST000146,Hooters,8873 Division Blvd,Baton Rouge,LA,70827
CUST000147,Safeway,"8539 Hill Pkwy, Suite 200",Brooklyn,NY,11268
CUST000148,Bob Evans,"878 Magnolia Way, #101",Pittsburgh,PA,15285
CUST000149,Papa Patel's,2718 Green Ct,Newark,NJ,07174
CUST000150,Madison Ale House,6222 Union Pl,Madison,WI,53776
CUST000151,Fine Wine & Spirits,773 Bay Way,Queens,NY,11389
CUST000152,Papa Ferreira's,7305 Oak St,Buffalo,NY,14204
CUST000153,Buffalo Wild Wings,"6032 Broad St, Suite 100",St. Louis,MO,63168
CUST000154,LongHorn Steakhouse,"8993 Chestnut Way, Suite 100",Little Rock,AR,72293
CUST000155,Publix,"3397 Garden Ct, Suite 100",St. Louis,MO,63156
CUST000156,Neighborhood Bar & Grill,"1570 Church Way, #101",Fargo,ND,58183
CUST000157,Food Lion,"5284 Sunset St, Ste A",Newark,NJ,07180
CUST000158,Gino & Pat's Steakhouse,9122 Highland Pkwy,Jacksonville,FL,32237
CUST000159,Red Robin,"6238 Bay Pkwy, Unit B",Jackson,MS,39272
CUST000160,Best Western Premier Portland,"4383 Highland Dr, Ste A",Portland,OR,97257
CUST000161,Speedway #6684,"7775 Walnut St, Suite 100",Omaha,NE,68154
CUST000162,Neighborhood Bar & Grill,"5746 Division St, Suite 100",Columbia,SC,29299
CUST000163,Chipotle Mexican Grill,1285 Oak Dr,Annapolis,MD,21452
CUST000164,Mama Williams's Kitchen,"5630 Hill Ave, #101",Jackson,MS,39266
CUST000165,Bar Louie,1713 Elm Dr,Springfield,IL,62786
CUST000166,Old Buffalo Tavern,5080 Hill Pkwy,Buffalo,NY,14207
CUST000167,Ingles Markets,1298 Sunset Blvd,Reno,NV,89553
CUST000168,Lidl,7353 Walnut Dr,Spokane,WA,99269
CUST000169,Tulsa Kitchen,1899 Sunset Way,Tulsa,OK,74150
CUST000170,Chili's,"3897 Park St, Suite 100",Virginia Beach,VA,23411
CUST000171,Albertsons,"9703 Division Ct, Suite 100",Eugene,OR,97486
CUST000172,Garden Inn by Hilton St. Paul,"1588 Elm Ct, Suite 200",St. Paul,MN,55146
CUST000173,Ingles Markets,"9997 Industrial Pl, Unit B",Kansas City,MO,64187
CUST000174,In-N-Out Burger,"8818 Industrial Blvd, Suite 200",St. Louis,MO,63125
CUST000175,Sam & Mike's Steakhouse,4663 Peach Ct,Wilmington,DE,19883
CUST000176,Waffle House,"5805 Broad Ave, Unit B",Seattle,WA,98169
CUST000177,Trader Joe's,"1480 Main Pl, Suite 100",San Diego,CA,92181
CUST000178,Waffle House,"7162 Division Rd, Suite 100",Portland,OR,97269
CUST000179,Chipotle Mexican Grill,7729 Harbor Blvd,Jacksonville,FL,32296
CUST000180,The Tap Room,6262 Lake Pkwy,Birmingham,AL,35287
CUST000181,Corner Pocket Billiards & Bar,662 Spring Blvd,Cleveland,OH,44193
CUST000182,Sacramento Taproom,"5000 Garden Ct, Ste A",Sacramento,CA,95841
CUST000183,Sam's Club,"8984 Cedar Dr, Ste A",Atlanta,GA,30324
CUST000184,New Orleans Kitchen,8328 Broad Dr,New Orleans,LA,70161
CUST000185,Luigi's Seafood,4397 Main Rd,Burlington,VT,05405
CUST000186,CVS Pharmacy,"7130 Lake Pl, #101",Newark,NJ,07152
CUST000187,Wawa #6727,"5418 Meadow Ct, Suite 100",Milwaukee,WI,53268
CUST000188,Sheraton New York Times Square,4793 Elm Ln,Seattle,WA,98128
CUST000189,Seattle Brewing Co.,4378 Commerce Dr,Seattle,WA,98169
CUST000190,Walgreens,"9624 Park Ave, #101",Kansas City,MO,64114
CUST000191,BJ's Wholesale Club,6654 Chestnut Ct,Queens,NY,11323
CUST000192,Cracker Barrel,"7280 Cherry Way, #101",Columbus,OH,43205
CUST000193,BevMo,"2727 Union St, Suite 200",Pittsburgh,PA,15294
CUST000194,Meijer,"1324 Commerce Rd, Ste A",Columbus,OH,43294
CUST000195,Total Spirits Milwaukee,"2881 Walnut Dr, Suite 100",Milwaukee,WI,53267
CUST000196,Cheers Bar & Grill,7787 Meadow St,Austin,TX,78771
CUST000197,TGI Fridays,2045 Union Dr,Tulsa,OK,74118
CUST000198,Wingstop,7032 Bay St,Birmingham,AL,35272
CUST000199,Outback Steakhouse,"9796 Oak Pl, Suite 100",Chicago,IL,60679
CUST000200,Phil's Bar & Grill,"5073 Valley Way, #101",St. Paul,MN,55182
CUST000201,Homewood Suites by Hilton Virginia Beach,"7197 Commerce Ct, #101",Virginia Beach,VA,23448
CUST000202,Sonic Drive-In,3474 River Ct,Seattle,WA,98130
CUST000203,Raley's,"5539 Division Pl, Suite 200",Albuquerque,NM,87170
CUST000204,Jimmy's Grill,"5176 Garden Ln, #101",Las Vegas,NV,89168
CUST000205,GetGo #902,"5298 Cherry Blvd, Ste A",Atlanta,GA,30375
CUST000206,Las Vegas Bottle Shop,"5397 River Rd, Suite 100",Las Vegas,NV,89169
CUST000207,Sam's Club,"2381 Division Dr, Unit B",Cleveland,OH,44106
CUST000208,Wawa #5071,4526 Broad Blvd,Birmingham,AL,35276
CUST000209,Wawa #8560,"326 River Dr, #101",Orlando,FL,32882
CUST000210,House by Hyatt Philadelphia,"1873 Maple Ave, Unit B",Philadelphia,PA,19136
CUST000211,Chen Kitchen,"3154 Peach Ct, #101",Birmingham,AL,35297
CUST000212,Liquor Barn,"5867 Division Ct, Unit B",Newark,NJ,07136
CUST000213,Casa Park,"4114 Peach Ave, #101",Sacramento,CA,95822
CUST000214,P.F. Chang's,7408 Willow Pkwy,Dallas,TX,75226
CUST000215,Total Spirits Savannah,"6956 Broad Dr, Suite 100",Savannah,GA,31470
CUST000216,Kona Grill,836 Maple St,Seattle,WA,98143
CUST000217,Sunset Lounge,"4306 Main Ave, Ste A",Austin,TX,78721
CUST000218,Costco Wholesale,"4773 Park Pkwy, Suite 200",St. Paul,MN,55149
CUST000219,House by Hyatt Tampa,"8662 Pine St, Suite 200",Tampa,FL,33619
CUST000220,Red Robin,"2543 Willow Way, Ste A",Indianapolis,IN,46244
CUST000221,TGI Fridays,"793 Walnut Way, #101",Fargo,ND,58155
CUST000222,Meijer,7974 Union Ct,San Antonio,TX,78220
CUST000223,The Draft House,4361 Market Rd,Madison,WI,53791
CUST000224,Hy-Vee,"9199 Bay St, Unit B",Providence,RI,02954
CUST000225,Outback Steakhouse,"9841 Sunset Blvd, Suite 200",Annapolis,MD,21473
CUST000226,Old Louisville Tavern,"9416 Pine St, Unit B",Louisville,KY,40254
CUST000227,Dave & Buster's,5306 Garden Ln,Little Rock,AR,72200
CUST000228,Wegmans,"1656 Meadow Pl, Ste A",Wilmington,DE,19882
CUST000229,Papa Brown's,4978 Church Rd,Dallas,TX,75270
CUST000230,Meijer,"1703 Elm Ct, Suite 100",Little Rock,AR,72216
CUST000231,Costco Wholesale,"2492 Peach Dr, Suite 200",San Diego,CA,92169
CUST000232,Aldi,"6896 Highland Ct, Ste A",Memphis,TN,38102
CUST000233,Kroger,"1773 Park Rd, #101",Baton Rouge,LA,70875
CUST000234,Pittsburgh Bistro,6613 Oak Blvd,Pittsburgh,PA,15266
CUST000235,Place by Hyatt Dallas,9302 Hill Ave,Dallas,TX,75280
CUST000236,Raley's,"1307 Highland Dr, Suite 200",Charlotte,NC,28214
CUST000237,The Grand Rapids Grille,"327 Chestnut Pl, Ste A",Grand Rapids,MI,49547
CUST000238,Shake Shack,"8817 Peach Rd, Unit B",Houston,TX,77001
CUST000239,Shake Shack,"8851 Cedar Ln, Suite 100",Fargo,ND,58169
CUST000240,Bar Louie,9074 Division Ave,Dallas,TX,75241
CUST000241,Cheers Bar & Grill,7538 Willow Ave,Wilmington,DE,19896
CUST000242,Sunset Lounge,1381 Valley Rd,Grand Rapids,MI,49511
CUST000243,Total Wine & More,"9930 Hill Dr, Suite 200",Dallas,TX,75279
CUST000244,Casa Park,"6371 Maple Pl, #101",Colorado Springs,CO,80901
CUST000245,The Sioux Falls Grille,3132 Forest Ln,Sioux Falls,SD,57115
CUST000246,Mama Rizzo's,"8100 Bay Pl, Suite 100",Omaha,NE,68119
CUST000247,Chris's Seafood,4401 Valley Dr,Tulsa,OK,74138
CUST000248,Jackson Kitchen,"5643 Pine Dr, Suite 200",Jackson,MS,39288
CUST000249,Omni Dallas Hotel,"4002 Division Ct, #101",Spokane,WA,99294
CUST000250,Stop & Shop,"4791 Division St, #101",Minneapolis,MN,55472
CUST000251,Martinez Kitchen,"3294 Center Ln, Ste A",Spokane,WA,99267
CUST000252,Memphis Taproom,787 Walnut Dr,Memphis,TN,38138
CUST000253,Five Guys,8292 Industrial Way,Queens,NY,11365
CUST000254,In-N-Out Burger,"5055 Garden Ct, Unit B",Providence,RI,02911
CUST000255,Shake Shack,"8334 Main Rd, Suite 200",Boston,MA,02177
CUST000256,Holiday Inn by IHG Providence,"1055 Elm St, Unit B",Providence,RI,02993
CUST000257,Grand by Hyatt Kansas City,"6786 Park Ln, Unit B",Kansas City,MO,64198
CUST000258,Red Robin,"667 Highland Ct, Ste A",Cleveland,OH,44141
CUST000259,Nguyen's BBQ,"3856 Cherry Pl, #101",Sioux Falls,SD,57166
CUST000260,Panera Bread,"4570 Pine Ave, Unit B",Salt Lake City,UT,84119
CUST000261,Mama Miller's,9265 Division Dr,Savannah,GA,31406
CUST000262,Yard House,"1322 Center Pl, Suite 100",Phoenix,AZ,85087
CUST000263,Garcia's Liquor Store,5854 Cedar Way,Orlando,FL,32809
CUST000264,Olive Garden,"4230 Willow Ave, Unit B",Newark,NJ,07157
CUST000265,Mama Chen's,3583 Market Pkwy,San Diego,CA,92161
CUST000266,The Atlanta Grille,2563 Cedar Ct,Atlanta,GA,30390
CUST000267,Texas Roadhouse,2586 Hill Blvd,Little Rock,AR,72269
CUST000268,Best Western Plus Minneapolis,"572 Harbor Rd, Unit B",Minneapolis,MN,55450
CUST000269,Trader Joe's,"7618 Union Ave, #101",Jersey City,NJ,07369
CUST000270,Red Robin,"8618 Hill Way, Suite 200",Nashville,TN,37217
CUST000271,Ingles Markets,"314 Main St, Suite 100",Detroit,MI,48249
CUST000272,Blu by Radisson Burlington,"1833 Peach Rd, #101",Burlington,VT,05425
CUST000273,The Hound & Barrel,1360 Peach Blvd,Worcester,MA,01650
CUST000274,IHOP,"8581 Broad Blvd, Ste A",Miami,FL,33176
CUST000275,Sunset Lounge,"3499 Center Pl, #101",Tulsa,OK,74138
CUST000276,Tulsa Bottle Shop,5434 Walnut Pkwy,Tulsa,OK,74110
CUST000277,The Rusty Nail,"2574 Maple St, Suite 100",Fort Worth,TX,76153
CUST000278,Main Street Liquors,"4446 Main St, #101",New Orleans,LA,70101
CUST000279,Down the Hatch,"9870 Chestnut Pl, Suite 200",Dallas,TX,75280
CUST000280,Red Robin,"9437 Peach Pkwy, #101",Minneapolis,MN,55478
CUST000281,Kona Grill,"1381 Lake Ave, Suite 200",Grand Rapids,MI,49535
CUST000282,Orlando Bottle Shop,"8348 Main Ln, #101",Orlando,FL,32890
CUST000283,The Romano House,2194 Elm Rd,Sioux Falls,SD,57198
CUST000284,San Francisco Ale House,"715 Lake Blvd, Suite 100",San Francisco,CA,94143
CUST000285,Down the Hatch,8418 Park Ln,Minneapolis,MN,55487
CUST000286,7-Eleven Store #7767,"3509 Chestnut Ct, Suite 200",Richmond,VA,23279
CUST000287,BJ's Wholesale Club,"1899 Lake Rd, Suite 100",Denver,CO,80211
CUST000288,Buffalo Wild Wings,"8988 Harbor Pkwy, #101",Columbia,SC,29241
CUST000289,Sheetz #6098,"9189 Peach Ave, Unit B",Seattle,WA,98191
CUST000290,Price Chopper,"4932 Division Way, #101",Fargo,ND,58122
CUST000291,Texas Roadhouse,"4474 Commerce Rd, Suite 100",Virginia Beach,VA,23462
CUST000292,Providence Taproom,"9569 Cedar Pl, Suite 200",Providence,RI,02948
CUST000293,Columbus Diner,"253 Pine Rd, #101",Columbus,OH,43209
CUST000294,Raley's,"4539 Magnolia Ct, Unit B",Orlando,FL,32841
CUST000295,Premier Wine & Spirits,"3063 Pine Rd, Unit B",Savannah,GA,31431
CUST000296,Kwik Trip #516,723 Bay Pl,Atlanta,GA,30350
CUST000297,Smart & Final,"4525 Washington Pl, Suite 200",Seattle,WA,98127
CUST000298,Jones's Liquor Store,"4318 Chestnut Ave, #101",Chicago,IL,60623
CUST000299,Central Liquors,"4500 Highland Pl, Suite 200",Sioux Falls,SD,57192
CUST000300,Ramada by Wyndham Sacramento,"5946 Chestnut Ct, #101",Sacramento,CA,95842
CUST000301,Mama Kim's Pizzeria,"9167 Highland Pl, Suite 100",Hartford,CT,06186
CUST000302,Staybridge Suites by IHG Raleigh,"3081 Highland Ct, #101",Raleigh,NC,27699
CUST000303,St. Paul Bistro,9419 Valley Blvd,St. Paul,MN,55187
CUST000304,Chicago Kitchen,"3918 Oak Dr, Suite 100",Chicago,IL,60641
CUST000305,Keg Liquors,7324 Pine Ct,Honolulu,HI,96808
CUST000306,Carlos's Seafood,"8617 Peach Ln, Unit B",Virginia Beach,VA,23483
CUST000307,Old Houston Tavern,7782 Elm Blvd,Houston,TX,77050
CUST000308,Mama Nguyen's Pizzeria,5455 Garden Pl,St. Louis,MO,63168
CUST000309,Love's Travel Stop #5827,8532 Sunset Dr,Jersey City,NJ,07350
CUST000310,Rossi Kitchen,"3810 Division Rd, Suite 100",Nashville,TN,37214
CUST000311,Chen's Diner,"8720 Sunset Dr, #101",San Francisco,CA,94189
CUST000312,Winn-Dixie,9168 Harbor Pl,Charlotte,NC,28254
CUST000313,Williams Family Restaurant,"2519 Broad Pkwy, Suite 100",St. Louis,MO,63196
CUST000314,Smart & Final,2133 Oak Ave,Burlington,VT,05469
CUST000315,Premier Wine & Spirits,332 Green Way,Oklahoma City,OK,73137
CUST000316,Ingles Markets,"2641 Maple Pl, Ste A",Portland,OR,97259
CUST000317,Rite Aid,"5626 Green Dr, #101",Queens,NY,11391
CUST000318,Residence Inn by Marriott Las Vegas,9004 Willow Ave,Las Vegas,NV,89141
CUST000319,Raley's,6667 Washington Way,Tulsa,OK,74192
CUST000320,Kim Kitchen,"7206 Main St, #101",Buffalo,NY,14237
CUST000321,Binny's Beverage Depot,"3688 Division Pl, #101",Oklahoma City,OK,73170
CUST000322,Jacksonville Tap Room,"1955 Division Ct, Suite 200",Jacksonville,FL,32231
CUST000323,Atlanta Wine & Spirits,4891 Meadow Dr,Atlanta,GA,30304
CUST000324,Eugene Kitchen,1745 Walnut Ave,Eugene,OR,97413
CUST000325,BevMo,"5551 Industrial Pl, Suite 100",Nashville,TN,37221
CUST000326,BJ's Wholesale Club,5790 Harbor Way,Lexington,KY,40506
CUST000327,Casa Jones,834 Pine Way,Tampa,FL,33691
CUST000328,Wingstop,"8868 Washington Way, Suite 200",Tampa,FL,33691
CUST000329,Crowne Plaza by IHG Houston,"5992 Forest Ct, Suite 100",Houston,TX,77047
CUST000330,Food Lion,"1662 Magnolia St, Suite 100",Lexington,KY,40518
CUST000331,Texas Roadhouse,3088 Division Ln,Pittsburgh,PA,15281
CUST000332,Smith Kitchen,"7637 Commerce Blvd, Ste A",Omaha,NE,68191
CUST000333,Cracker Barrel,"9271 Broad Blvd, Unit B",Newark,NJ,07156
CUST000334,Blu by Radisson Pittsburgh,"5173 Highland Way, #101",Pittsburgh,PA,15264
CUST000335,Liquor Barn,"6793 Cherry Dr, Unit B",Tucson,AZ,85718
CUST000336,LongHorn Steakhouse,"7397 Bay Blvd, Suite 200",Eugene,OR,97480
CUST000337,Panera Bread,3800 Broad Pl,Chicago,IL,60609
CUST000338,Denny's,"2549 Magnolia St, Unit B",Kansas City,MO,64184
CUST000339,Outback Steakhouse,"1362 Harbor Pl, Suite 100",Sioux Falls,SD,57131
