customer_id,customer_name,address,city,state,zip
CUST000091,Rite Aid,"1594 Cherry Ct, #101",San Diego,CA,92147
CUST000092,The Kim House,"643 Meadow Blvd, Ste A",Austin,TX,78797
CUST000093,Kroger,"8693 Church Ave, Suite 100",Oklahoma City,OK,73141
CUST000094,Aldi,"660 Valley St, Suite 100",Houston,TX,77040
CUST000095,Sheetz #6328,"2019 Division Ave, Ste A",Tucson,AZ,85731
CUST000096,Marketview Liquor,"3465 Industrial Way, #101",Anchorage,AK,99550
CUST000097,Winn-Dixie,"1815 Lake Ct, #101",Wilmington,DE,19871
CUST000098,Neighborhood Bar & Grill,"3376 Bay Ln, #101",Wilmington,DE,19841
CUST000099,Choice Hotels Clarion Austin,"2170 Pine St, Suite 100",Austin,TX,78783
CUST000100,Down the Hatch,"4567 Commerce Pl, #101",Omaha,NE,68101
