customer_id,customer_name,address,city,state,zip
CUST000040,Sheetz #1566,"7879 Cherry Blvd, Suite 200",San Francisco,CA,94136
CUST000041,Keg Liquors,1725 Chestnut Blvd,Virginia Beach,VA,23479
CUST000042,Safeway,7660 Elm Pkwy,Tucson,AZ,85761
CUST000043,Red Lobster,"6254 Highland Ct, Suite 200",Buffalo,NY,14266
CUST000044,Hyatt Place Denver,"3390 Washington Way, Suite 200",Philadelphia,PA,19139
CUST000045,Walgreens,"4151 Union Ct, Suite 200",Kansas City,MO,64100
CUST000046,Rosa's Bar & Grill,1026 Meadow Pl,San Francisco,CA,94126
CUST000047,Spec's Liquor,"631 Oak Ave, Ste A",Detroit,MI,48214
CUST000048,Discount Liquor Mart,7047 Cherry St,Richmond,VA,23222
CUST000049,Martinez's Pub,8610 Chestnut Rd,Phoenix,AZ,85098
CUST000050,Twin Peaks,9869 Division Dr,Atlanta,GA,30322
CUST000051,The Royal Keg,"388 Main Dr, Suite 200",Buffalo,NY,14286
CUST000052,Costco Wholesale,4671 Park Blvd,Springfield,IL,62710
CUST000053,Sunset Lounge,"9864 Hill Way, Ste A",Virginia Beach,VA,23428
CUST000054,Trader Joe's,3336 Peach Ct,Charleston,SC,29462
CUST000055,Raising Cane's,5328 Cedar Ct,Baton Rouge,LA,70854
CUST000056,Love's Travel Stop #4016,9156 Garden Pl,Tulsa,OK,74184
CUST000057,ampm #4503,"2050 Meadow Rd, Suite 100",Jersey City,NJ,07395
CUST000058,Brown's Tavern,573 Church Pl,Richmond,VA,23249
CUST000059,Homewood Suites by Hilton Kansas City,818 Cedar Dr,Kansas City,MO,64191
CUST000060,BJ's Wholesale Club,"3088 River Ct, Suite 200",Grand Rapids,MI,49586
CUST000061,Keg Liquors,"9143 River Ave, Ste A",Houston,TX,77036
CUST000062,The Royal Pint,"3788 Broad Ct, #101",Detroit,MI,48295
CUST000063,P.F. Chang's,"365 Maple Rd, Ste A",Madison,WI,53767
CUST000064,Cracker Barrel,"7054 Washington Ct, Unit B",Jersey City,NJ,07367
CUST000065,Main Street Liquors,5006 Hill Pl,Tampa,FL,33666
CUST000066,Leo's Bar & Grill,4578 Green Way,Atlanta,GA,30308
CUST000067,Wawa #2404,9699 Industrial Way,Providence,RI,02927
CUST000068,Chili's,3230 Bay St,Columbia,SC,29298
CUST000069,ampm #2553,"887 Garden Ave, Suite 200",Madison,WI,53720
CUST000070,Chipotle Mexican Grill,"4130 Washington Rd, Suite 100",Jersey City,NJ,07343
CUST000071,Rite Aid,"4642 Willow Dr, Suite 200",Birmingham,AL,35270
CUST000072,Discount Liquor Mart,"9949 Washington Ln, Ste A",New York,NY,10053
CUST000073,Sports Page Bar,183 Union St,Jackson,MS,39220
CUST000074,The Rusty Nail,5899 Center Way,Little Rock,AR,72214
CUST000075,Super 8 by Wyndham Columbus,"2473 Union Rd, Unit B",Columbus,OH,43265
CUST000076,La Quinta by Wyndham Fargo,"9375 Commerce Pl, #101",Fargo,ND,58159
CUST000077,Bob Evans,6442 Elm Ln,Kansas City,MO,64166
CUST000078,Mama Ferreira's,"9606 Elm Ln, Ste A",Miami,FL,33157
CUST000079,The Draft House,6000 Garden Dr,St. Paul,MN,55101
CUST000080,BJ's Wholesale Club,4389 Oak Rd,Jacksonville,FL,32284
CUST000081,Ramada by Wyndham Virginia Beach,"4159 Forest Pl, Suite 100",Virginia Beach,VA,23477
CUST000082,Sal's Seafood,3083 Center St,Lexington,KY,40502
CUST000083,Meijer,5441 Church Pkwy,Seattle,WA,98196
CUST000084,Keg Liquors,9712 Lake St,Columbus,OH,43213
CUST000085,ampm #2040,"6319 Division Blvd, Suite 100",Detroit,MI,48225
CUST000086,Eddie's Grill,1253 Broad Ct,Baltimore,MD,21288
CUST000087,Central Liquors,6667 Magnolia Rd,Omaha,NE,68154
CUST000088,Casa Davis,"7873 Valley St, Suite 100",Tulsa,OK,74167
CUST000089,La Quinta by Wyndham Grand Rapids,3664 Garden St,Grand Rapids,MI,49512
CUST000090,In-N-Out Burger,"2904 Industrial Rd, #101",Atlanta,GA,30328
CUST000091,Perkins Restaurant,"1336 Washington Pl, Suite 100",Seattle,WA,98167
CUST000092,Casey's General Store #8394,2496 Highland Dr,Oklahoma City,OK,73138
CUST000093,Jersey City Diner,8497 Industrial Rd,Jersey City,NJ,07358
CUST000094,Dave & Buster's,7012 Walnut Ln,St. Louis,MO,63129
CUST000095,Lidl,"8621 Garden Rd, Unit B",Columbia,SC,29217
CUST000096,Hooters,"6966 Maple Blvd, Suite 200",Nashville,TN,37288
CUST000097,Old Newark Tavern,8970 Broad Rd,Newark,NJ,07199
CUST000098,Pilot Flying J #9963,"3966 Pine St, #101",Las Vegas,NV,89188
CUST000099,The Amber Bull,"1217 Industrial Blvd, Ste A",Madison,WI,53723
CUST000100,Discount Liquor Mart,6884 Commerce Blvd,Columbia,SC,29287
CUST000101,Old Newark Tavern,2837 Sunset Dr,Newark,NJ,07158
CUST000102,Buffalo Wild Wings,3755 Elm Rd,Denver,CO,80212
CUST000103,Davis's BBQ,6336 Highland Ln,St. Paul,MN,55161
CUST000104,Denver Wine & Spirits,9265 Elm Way,Denver,CO,80227
CUST000105,Cincinnati Diner,"7420 Cherry Rd, #101",Cincinnati,OH,45275
CUST000106,Walgreens,"8708 Chestnut Blvd, Suite 200",Dallas,TX,75271
CUST000107,Casa Caruso,"7208 Center Blvd, Suite 100",Detroit,MI,48284
CUST000108,Keg Liquors,"8297 Willow Blvd, Suite 100",New York,NY,10042
CUST000109,Old Newark Tavern,"6735 Bay St, Ste A",Newark,NJ,07163
CUST000110,Perkins Restaurant,"1589 Elm Ct, Unit B",New Orleans,LA,70160
CUST000111,Price Chopper,"2935 Spring Way, Ste A",San Francisco,CA,94141
CUST000112,The Park House,"6898 Garden Blvd, #101",Jackson,MS,39279
CUST000113,Papa Brown's,846 Cedar Ln,Pittsburgh,PA,15251
CUST000114,Premier Wine & Spirits,5235 Valley Blvd,Sioux Falls,SD,57103
CUST000115,The Cheesecake Factory,"9958 Hill Blvd, #101",Baltimore,MD,21238
CUST000116,Mama Davis's,"3607 Highland Ave, Suite 200",Pittsburgh,PA,15205
CUST000117,Doubletree by Hilton Seattle,788 Cherry Pl,Worcester,MA,01642
CUST000118,Los Angeles Bistro,"9097 Spring Dr, Unit B",Los Angeles,CA,90006
CUST000119,Omaha Bistro,8628 Maple Blvd,Omaha,NE,68110
CUST000120,Applebee's,7953 Oak Ln,Cleveland,OH,44129
CUST000121,Best Western New Orleans,"7811 Washington Dr, Unit B",New Orleans,LA,70109
CUST000122,Marketview Liquor,8862 Market Blvd,Little Rock,AR,72261
CUST000123,The Esposito House,"5166 Lake Pkwy, Suite 100",St. Louis,MO,63174
CUST000124,Waffle House,"1191 Washington St, Ste A",Madison,WI,53795
CUST000125,The Smith House,"3476 Hill Way, Suite 200",Phoenix,AZ,85083
CUST000126,Pittsburgh Tap Room,"2534 Spring St, Suite 100",Pittsburgh,PA,15275
CUST000127,Total Wine & More,"6382 Harbor Ave, Suite 100",Orlando,FL,32863
CUST000128,BevMo,"9660 Cedar Dr, Ste A",Tulsa,OK,74192
CUST000129,Casey's General Store #3140,9370 Willow Way,Grand Rapids,MI,49536
CUST000130,ABC Fine Wine & Spirits,"1312 Pine Way, #101",Las Vegas,NV,89161
CUST000131,Kroger,"2221 Bay Way, Suite 100",Fargo,ND,58197
CUST000132,Main Street Liquors,2470 Harbor Pl,Salt Lake City,UT,84134
CUST000133,Sunset Lounge,"6682 Valley Ave, #101",Grand Rapids,MI,49580
CUST000134,The Cheesecake Factory,"5288 Union Way, Unit B",Cleveland,OH,44104
CUST000135,The Bottle Shop,1220 Pine Ct,Las Vegas,NV,89123
CUST000136,In-N-Out Burger,"6810 Union Pl, Ste A",Phoenix,AZ,85002
CUST000137,Anna's Grill,2186 Meadow Ct,St. Louis,MO,63131
CUST000138,Rossi's Tavern,"9805 Hill Dr, #101",Fargo,ND,58159
CUST000139,Sheetz #8030,1376 Hill Ct,Denver,CO,80231
CUST000140,Park Family Restaurant,"5722 Walnut Rd, Ste A",Grand Rapids,MI,49556
CUST000141,Hampton Inn by Hilton Anchorage,5781 Market Rd,Anchorage,AK,99507
CUST000142,Red Robin,"374 Cherry Dr, Unit B",Cleveland,OH,44115
CUST000143,The Iron Bull,"2688 Meadow Way, Suite 100",Tulsa,OK,74188
CUST000144,The Kim House,9287 Green Rd,Columbia,SC,29234
CUST000145,Rite Aid,"9229 Garden Pl, Suite 100",Reno,NV,89584
CUST000146,Olive Garden,"2344 Division Pkwy, Ste A",Tampa,FL,33646
CUST000147,Blu by Radisson Burlington,4389 Willow Rd,Burlington,VT,05486
CUST000148,Sunset Lounge,1808 Garden St,Omaha,NE,68175
CUST000149,Papa Esposito's,"9217 Center Ct, Suite 200",Richmond,VA,23247
CUST000150,Bar Louie,239 Walnut Ct,Baltimore,MD,21261
CUST000151,Seattle Kitchen,"6517 Chestnut Blvd, Ste A",Seattle,WA,98174
CUST000152,Mama Smith's Kitchen,6451 Garden Rd,Lexington,KY,40538
CUST000153,Casa Smith,"838 Industrial St, Suite 200",San Antonio,TX,78237
CUST000154,Park's BBQ,"699 Walnut Ct, Unit B",New Orleans,LA,70197
CUST000155,Papa Kim's,9152 Cedar Ave,Jacksonville,FL,32255
CUST000156,Choice Hotels Clarion Eugene,"4531 Chestnut Dr, #101",Eugene,OR,97494
CUST000157,Kansas City Tap Room,7487 Elm Ln,Kansas City,MO,64185
CUST000158,Omni Dallas Hotel,"1286 Harbor Ln, #101",Jackson,MS,39261
CUST000159,BJ's Wholesale Club,6472 Church St,Jackson,MS,39201
CUST000160,Westin Atlanta Peachtree,"948 Lake Pkwy, #101",Salt Lake City,UT,84150
CUST000161,Raising Cane's,7022 Bay Blvd,Salt Lake City,UT,84136
CUST000162,Cheers Bar & Grill,"6563 Cherry Way, #101",Baton Rouge,LA,70816
CUST000163,Five Guys,8669 Highland Way,Madison,WI,53747
CUST000164,Garden Inn by Hilton Charleston,"2205 River Ct, Suite 100",Charleston,SC,29456
CUST000165,Fairfield Inn by Marriott Austin,"101 Peach Pkwy, Suite 100",Austin,TX,78794
CUST000166,Smart & Final,"3459 Highland Rd, Unit B",Minneapolis,MN,55423
CUST000167,The Bottle Shop,8811 Cedar Way,Savannah,GA,31447
CUST000168,The Cheesecake Factory,"5216 Willow Way, Suite 100",Las Vegas,NV,89127
CUST000169,The Broken Spoke,"6128 Park Ct, Ste A",Charleston,SC,29417
CUST000170,Punch Bowl Social,9029 Peach St,Louisville,KY,40293
CUST000171,Old Memphis Tavern,2204 Elm St,Memphis,TN,38125
CUST000172,Atlanta Bistro,"5940 Elm Ave, Unit B",Atlanta,GA,30387
CUST000173,Cheers Bar & Grill,"6855 Cedar Blvd, Suite 200",Colorado Springs,CO,80930
CUST000174,Davis's BBQ,"3126 Green Ct, Suite 100",Eugene,OR,97422
CUST000175,Keg Liquors,"3720 Broad Ave, #101",Baton Rouge,LA,70852
CUST000176,TGI Fridays,"665 Washington Dr, Unit B",Madison,WI,53723
CUST000177,Mama Romano's Pizzeria,226 Chestnut Rd,Detroit,MI,48225
CUST000178,Mama Ferreira's Kitchen,"9884 Walnut Pkwy, Unit B",Memphis,TN,38186
CUST000179,Raising Cane's,7129 River Ave,Jacksonville,FL,32227
CUST000180,New Orleans Grill,"1193 Division Ln, Suite 100",New Orleans,LA,70119
CUST000181,World of Beer,1923 Chestnut Ln,Omaha,NE,68145
CUST000182,Neighborhood Bar & Grill,"2695 Park Rd, Unit B",Miami,FL,33198
CUST000183,IHOP,3941 Green Rd,Wilmington,DE,19826
CUST000184,Best Western Plus Lexington,5012 Peach Rd,Lexington,KY,40554
CUST000185,Martinez Kitchen,"4524 Magnolia St, Ste A",Memphis,TN,38124
CUST000186,Pilot Flying J #6856,"5268 Park Rd, #101",Dallas,TX,75247
CUST000187,Walgreens,5456 Center Dr,Newark,NJ,07111
CUST000188,Marketview Liquor,1591 Forest Blvd,Charleston,SC,29497
CUST000189,Cheers Bar & Grill,"8872 Pine Ln, Suite 200",Miami,FL,33108
CUST000190,Jackson Tap Room,"9068 Industrial Ln, #101",Jackson,MS,39263
CUST000191,Best Western Detroit,"8096 Main Rd, #101",Detroit,MI,48226
CUST000192,The Romano House,915 Meadow Rd,San Diego,CA,92146
CUST000193,Virginia Beach Ale House,3948 Cherry Pkwy,Virginia Beach,VA,23456
CUST000194,Punch Bowl Social,8997 Chestnut Way,Eugene,OR,97473
CUST000195,Mama Rizzo's Kitchen,"6813 Harbor Pkwy, Unit B",San Diego,CA,92123
CUST000196,Papa Romano's,3187 Church Pkwy,Charleston,SC,29498
CUST000197,Stop & Shop,"9261 Willow Dr, Unit B",Jersey City,NJ,07381
CUST000198,Buffalo Wild Wings,"9977 Center Way, #101",Jackson,MS,39274
CUST000199,The Wild Eagle,4435 Broad Ln,Indianapolis,IN,46266
CUST000200,Costco Wholesale,"8193 Sunset Way, Unit B",Denver,CO,80249
CUST000201,Radisson Charleston,9313 Oak Dr,Charleston,SC,29442
CUST000202,Whataburger,3608 River Dr,Fort Worth,TX,76199
CUST000203,JW Marriott Los Angeles,1710 Chestnut Blvd,Las Vegas,NV,89119
CUST000204,Golden Corral,7606 Cedar Pkwy,New York,NY,10045
CUST000205,The Indianapolis Grille,3426 Magnolia Dr,Indianapolis,IN,46243
CUST000206,Main Street Liquors,2406 River Rd,Baton Rouge,LA,70859
CUST000207,Romano Family Restaurant,3643 Forest Ave,Minneapolis,MN,55415
CUST000208,In-N-Out Burger,"5921 Green Ln, Unit B",Orlando,FL,32821
CUST000209,Stop & Shop,2597 Peach Ln,New York,NY,10053
CUST000210,Burlington Bottle Shop,"3818 Washington Ave, #101",Burlington,VT,05430
CUST000211,Hartford Diner,"9485 Bay Way, Ste A",Hartford,CT,06155
CUST000212,Denver Ale House,5693 Center Ln,Denver,CO,80263
CUST000213,Tulsa Taproom,3392 Garden Way,Tulsa,OK,74131
CUST000214,Neighborhood Bar & Grill,8803 Peach Dr,Savannah,GA,31406
CUST000215,Ferreira Family Restaurant,"6032 Commerce Dr, Suite 200",Colorado Springs,CO,80993
CUST000216,Best Western Premier Tulsa,2963 Meadow Ln,Tulsa,OK,74111
CUST000217,Ferreira Kitchen,1758 Walnut Pkwy,Oklahoma City,OK,73115
CUST000218,Buffalo Wild Wings,6799 Industrial Rd,Louisville,KY,40269
CUST000219,Outback Steakhouse,"5570 Spring Rd, Suite 100",Austin,TX,78768
CUST000220,BJ's Wholesale Club,9547 Commerce Ct,Lexington,KY,40580
CUST000221,San Antonio Bistro,9557 Park Ave,San Antonio,TX,78242
CUST000222,Binny's Beverage Depot,"1415 Willow Rd, Suite 100",Fargo,ND,58110
CUST000223,Mama Nguyen's,"2033 Meadow Dr, Unit B",Wilmington,DE,19895
CUST000224,Best Western Premier San Antonio,9834 Cherry Rd,San Antonio,TX,78235
CUST000225,Texas Roadhouse,5439 Garden Ln,Miami,FL,33160
CUST000226,Cheers Bar & Grill,517 Peach Rd,Memphis,TN,38104
CUST000227,Binny's Beverage Depot,"2886 Chestnut Pl, Suite 200",Queens,NY,11316
CUST000228,Hooters,"3651 Union St, #101",Milwaukee,WI,53264
CUST000229,The Caruso House,5120 Forest St,Cleveland,OH,44109
CUST000230,The Memphis Grille,"7863 Valley Ct, Unit B",Memphis,TN,38114
CUST000231,Jimmy & Jim's Steakhouse,"2006 Lake Ln, Suite 200",Cleveland,OH,44181
CUST000232,HEB,9100 Center Ave,Salt Lake City,UT,84136
CUST000233,House by Hyatt Anchorage,914 River Ave,Anchorage,AK,99500
CUST000234,Rite Aid,5835 Maple Rd,Grand Rapids,MI,49512
CUST000235,The Bottle Shop,3613 Forest Ave,Minneapolis,MN,55414
CUST000236,San Francisco Diner,4860 Green Ct,San Francisco,CA,94128
CUST000237,Best Western Plus Lexington,5758 Center Ct,Lexington,KY,40503
CUST000238,Spec's Liquor,"3016 Peach Ct, #101",Madison,WI,53755
CUST000239,ABC Fine Wine & Spirits,1032 Elm Ct,Brooklyn,NY,11235
CUST000240,Sunset Lounge,4157 Spring Pl,Salt Lake City,UT,84124
CUST000241,Chili's,"8788 Center Ave, #101",Chicago,IL,60634
CUST000242,Corner Pocket Billiards & Bar,9950 Pine Pl,Little Rock,AR,72283
CUST000243,Piggly Wiggly,"4280 Broad Blvd, Unit B",New Orleans,LA,70154
CUST000244,Texas Roadhouse,"6864 Elm Dr, Suite 100",San Francisco,CA,94115
CUST000245,Punch Bowl Social,4941 Hill Blvd,Memphis,TN,38104
CUST000246,Phoenix Taproom,9645 Main Dr,Phoenix,AZ,85090
CUST000247,Rite Aid,"3669 Hill Dr, Suite 200",Richmond,VA,23290
CUST000248,WinCo Foods,4978 Elm Ln,Charlotte,NC,28287
CUST000249,Sam's Club,"1729 Commerce Ln, Unit B",Tucson,AZ,85757
CUST000250,Safeway,"5967 Harbor Ave, Unit B",Eugene,OR,97497
CUST000251,Hooters,"8918 Peach Ln, Ste A",Fort Worth,TX,76111
CUST000252,Wingstop,"6416 Broad Ave, Suite 100",Charleston,SC,29401
CUST000253,The Draft House,"2206 Commerce Way, #101",Savannah,GA,31470
CUST000254,Shake Shack,225 Industrial Blvd,Indianapolis,IN,46211
CUST000255,Nguyen's Pub,"1198 Cherry Rd, Ste A",Columbus,OH,43252
CUST000256,Discount Liquor Mart,"9179 Industrial Rd, Unit B",Portland,OR,97253
CUST000257,Kwik Trip #1322,"2107 Industrial Ave, #101",Richmond,VA,23207
CUST000258,DoubleTree by Hilton Sioux Falls,2890 Lake Way,Sioux Falls,SD,57110
CUST000259,Kroger,"1753 Broad Blvd, Unit B",Houston,TX,77004
CUST000260,Mama Kim's Pizzeria,"8943 Garden Ct, #101",Honolulu,HI,96815
CUST000261,In-N-Out Burger,"8927 Broad Ct, Unit B",New Orleans,LA,70108
CUST000262,Westin Atlanta Peachtree,"1088 Spring Ct, Ste A",Indianapolis,IN,46210
CUST000263,Queens Kitchen,"1259 Bay Pl, Unit B",Queens,NY,11386
CUST000264,The Tap Room,3009 Pine Ln,St. Paul,MN,55103
CUST000265,Grand Rapids Grill,8877 River Blvd,Grand Rapids,MI,49555
CUST000266,Joe's Bar & Grill,"1795 Industrial Ave, Suite 100",Phoenix,AZ,85058
CUST000267,GetGo #3145,4401 Hill Rd,Louisville,KY,40228
CUST000268,Hyatt Place Denver,516 Magnolia Ave,Las Vegas,NV,89130
CUST000269,Choice Hotels Econo Lodge Sacramento,7396 Church Dr,Sacramento,CA,95814
CUST000270,Memphis Kitchen,7284 Peach Dr,Memphis,TN,38192
CUST000271,Perkins Restaurant,2928 Green Way,Dallas,TX,75227
CUST000272,The Cheesecake Factory,9587 Meadow Ct,Newark,NJ,07127
CUST000273,Main Street Liquors,"2613 Commerce Pkwy, Suite 200",Houston,TX,77058
CUST000274,The Bottle Shop,"7787 Bay Way, Suite 200",Atlanta,GA,30321
CUST000275,The Iron Stool,4264 Broad St,Salt Lake City,UT,84181
CUST000276,Kona Grill,"1726 Market Dr, Suite 100",Eugene,OR,97406
CUST000277,Anna's Seafood,"1799 Division Pl, Suite 100",Dallas,TX,75287
CUST000278,World of Beer,"3902 Willow St, Unit B",San Francisco,CA,94190
CUST000279,CVS Pharmacy,2706 Chestnut Blvd,Newark,NJ,07148
CUST000280,Binny's Beverage Depot,"5591 Lake Ct, Suite 200",Jacksonville,FL,32281
CUST000281,Minneapolis Kitchen,"2735 Commerce Pl, Suite 200",Minneapolis,MN,55481
CUST000282,Lexington Tap Room,3975 Elm Dr,Lexington,KY,40581
CUST000283,Savannah Wine & Spirits,6584 Church Ave,Savannah,GA,31412
CUST000284,Red Lobster,4098 Market Rd,Miami,FL,33177
CUST000285,GetGo #8323,"6765 Industrial Pl, #101",Wilmington,DE,19816
CUST000286,Sunset Lounge,"7531 Green Ave, Unit B",Las Vegas,NV,89145
CUST000287,Virginia Beach Wine & Spirits,9313 Cedar Blvd,Virginia Beach,VA,23483
CUST000288,Neighborhood Bar & Grill,8736 Union St,Anchorage,AK,99597
CUST000289,Hampton Inn Nashville,"7138 Willow Rd, #101",Oklahoma City,OK,73111
CUST000290,Publix,7199 Valley Ct,Las Vegas,NV,89168
CUST000291,Homewood Suites by Hilton Orlando,"6828 Forest Rd, Suite 100",Orlando,FL,32800
CUST000292,Memphis Bistro,"2353 Highland Pkwy, Suite 100",Memphis,TN,38189
CUST000293,Corner Pocket Billiards & Bar,"1217 Willow Way, Ste A",Grand Rapids,MI,49575
CUST000294,Nashville Grill,"2602 Spring Ave, Unit B",Nashville,TN,37217
CUST000295,Best Western Plus Jacksonville,5533 Cedar Way,Jacksonville,FL,32227
CUST000296,Kwik Trip #8419,"6686 Cherry St, Ste A",Philadelphia,PA,19159
CUST000297,Rossi Kitchen,"7168 Main St, Ste A",Sioux Falls,SD,57114
CUST000298,The Anchor & Draft,5839 Garden Blvd,Anchorage,AK,99576
CUST000299,Seattle Ale House,"6168 Meadow Pl, Suite 200",Seattle,WA,98116
CUST000300,Neighborhood Bar & Grill,418 Washington Blvd,Omaha,NE,68190
CUST000301,Discount Liquor Mart,5418 Green Ct,Worcester,MA,01611
CUST000302,Sam's Club,"5968 Magnolia Ave, Unit B",Jackson,MS,39263
CUST000303,Discount Liquor Mart,9087 Sunset Blvd,Nashville,TN,37282
CUST000304,Sunset Lounge,"5594 Broad Ct, Suite 100",Jacksonville,FL,32233
CUST000305,Walgreens,6546 Church St,Albuquerque,NM,87112
CUST000306,Sonic Drive-In,"9357 Elm Ln, Suite 200",Salt Lake City,UT,84194
CUST000307,Spec's Liquor,"9955 Broad Rd, #101",Madison,WI,53763
CUST000308,Courtyard by Marriott Honolulu,4287 Highland Pkwy,Honolulu,HI,96805
CUST000309,Total Wine & More,7805 Valley Ct,Buffalo,NY,14239
CUST000310,Lidl,"825 Valley Rd, Unit B",Annapolis,MD,21489
CUST000311,IHOP,"1934 Washington St, Unit B",Burlington,VT,05489
CUST000312,Ramada by Wyndham Colorado Springs,"5995 Willow Rd, Suite 100",Colorado Springs,CO,80948
CUST000313,Sports Page Bar,6170 Main Ln,Springfield,IL,62795
CUST000314,Omaha Wine & Spirits,7276 Bay St,Omaha,NE,68190
CUST000315,Hilton Garden Inn Dallas,597 Chestnut Ct,Spokane,WA,99260
CUST000316,Choice Hotels Comfort Inn Jacksonville,4640 Church Pl,Jacksonville,FL,32258
CUST000317,The Grand Rapids Grille,5450 Bay Ave,Grand Rapids,MI,49585
CUST000318,The Draft House,227 Garden Ct,Queens,NY,11352
CUST000319,Discount Liquor Mart,"5495 Cedar Pl, #101",Worcester,MA,01624
CUST000320,7-Eleven Store #1813,"7940 Broad Ave, Suite 200",Phoenix,AZ,85080
CUST000321,Grand by Hyatt Cincinnati,5047 Market St,Cincinnati,OH,45259
CUST000322,Hy-Vee,"7705 Maple Ct, #101",Brooklyn,NY,11252
CUST000323,Indianapolis Grill,"4774 Pine Dr, Suite 200",Indianapolis,IN,46230
CUST000324,Walgreens,"432 Highland Pl, Ste A",Charlotte,NC,28228
CUST000325,Central Liquors,"4908 Oak Pl, Suite 200",Austin,TX,78742
CUST000326,Homewood Suites by Hilton Atlanta,9219 Harbor Blvd,Atlanta,GA,30393
CUST000327,Speedway #7797,"5518 Center Ave, Suite 100",Queens,NY,11314
CUST000328,Circle K #501,"6542 Broad Pkwy, Unit B",Eugene,OR,97422
CUST000329,Casa Romano,"1449 Washington Dr, Suite 100",Pittsburgh,PA,15258
CUST000330,Aldi,"1395 Peach Pkwy, #101",Jersey City,NJ,07382
CUST000331,Keg Liquors,2596 Center St,Milwaukee,WI,53221
CUST000332,The Sioux Falls Grille,"7751 Harbor Blvd, Ste A",Sioux Falls,SD,57168
CUST000333,Spec's Liquor,2401 Commerce Way,Memphis,TN,38105
CUST000334,La Quinta by Wyndham Orlando,4178 Broad Ln,Orlando,FL,32839
CUST000335,Martinez's Diner,4683 Forest Blvd,Lexington,KY,40584
CUST000336,Albertsons,"361 Union Dr, Ste A",Indianapolis,IN,46287
CUST000337,Little Rock Diner,"6748 Commerce St, Unit B",Little Rock,AR,72262
CUST000338,Red by Radisson Omaha,7806 Green Rd,Omaha,NE,68149
CUST000339,Queens Tap Room,"6102 Main Pkwy, Unit B",Queens,NY,11303
CUST000340,Waffle House,"8279 Washington Ln, Unit B",Springfield,IL,62702
CUST000341,Fairfield Inn by Marriott San Francisco,"601 Spring Blvd, Suite 200",San Francisco,CA,94110
CUST000342,Tampa Brewing Co.,6497 Hill Rd,Tampa,FL,33646
